PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
1251244800,OTHER,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,WHITE,AUTO,2,Covers,46152,AMERICAN,MEDIUM,CHRYSLER,4372,5578,5222,6524,3405,4137,6587,7519,,,18880,29697,SC,5600,0,834
1235088000,ADESA,2002,7,BUICK,CENTURY V6 3.1L V6 S,Cus,4D SEDAN CUSTOM,SILVER,AUTO,1,Alloy,85685,AMERICAN,MEDIUM,GM,3018,4027,3759,4849,3624,4603,4414,5471,,,5546,34203,FL,4110,0,2452
1231891200,MANHEIM,2004,5,SUZUKI,FORENZA 2.0L I4 EFI,S,4D SEDAN S,RED,AUTO,2,Covers,69412,OTHER ASIAN,MEDIUM,OTHER,2500,3167,3200,3920,2973,3896,3711,4708,,,20928,32824,FL,3600,0,533
1249516800,ADESA,2004,5,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,BEIGE,MANUAL,2,Covers,67472,AMERICAN,MEDIUM,CHRYSLER,3518,4516,4299,5377,3753,4844,4553,5732,,,19662,78227,TX,4700,0,1215
1248825600,OTHER,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN,NOT AVAIL,AUTO,2,Covers,50738,AMERICAN,MEDIUM,CHRYSLER,8252,8770,9412,9972,8341,8844,9508,10052,,,99761,74135,OK,7500,0,920
1257897600,OTHER,2007,2,PONTIAC,G6 4C,Bas,4D SEDAN SE1,GREY,AUTO,,,73363,AMERICAN,MEDIUM,GM,7253,8283,8333,9446,6874,7765,11030,12249,,,19619,29697,SC,7500,0,1038
1256774400,OTHER,2006,3,CHEVROLET,MALIBU V6 3.5L V6 SF,LS,4D SEDAN LS,BEIGE,AUTO,2,Covers,80783,AMERICAN,MEDIUM,GM,5950,7185,6926,8260,5136,6072,8745,9701,,,22808,73108,OK,5620,0,1373
1260316800,MANHEIM,2002,7,HYUNDAI,SONATA V6,Bas,4D SEDAN,GREY,AUTO,2,Covers,66828,OTHER ASIAN,MEDIUM,OTHER,2351,3062,5046,6019,2693,3889,5333,6451,,,21973,32824,FL,3600,0,1028
1275350400,MANHEIM,2007,3,FORD,FREESTYLE FWD V6,SEL,4D CUV 3.0L SEL,GOLD,AUTO,1,Alloy,83810,AMERICAN,CROSSOVER,FORD,10926,14010,14868,17560,10467,13222,14542,16751,,,22808,46803,IN,8550,0,1633
1258934400,MANHEIM,2008,1,PONTIAC,G6 4C,Bas,4D SEDAN SE1,SILVER,AUTO,2,Covers,64909,AMERICAN,MEDIUM,GM,8007,8617,9148,9806,8091,8610,11643,12627,,,18880,27542,NC,7700,0,923
1233014400,MANHEIM,2006,3,DODGE,DURANGO 2WD V8 4.7L,Adv,4D SUV 4.7L ADVENTURER,RED,AUTO,1,Alloy,58375,AMERICAN,MEDIUM SUV,CHRYSLER,9042,10557,10265,11902,9373,10754,10623,12114,,,835,85040,AZ,8190,0,1086
1247788800,MANHEIM,2006,3,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,WHITE,AUTO,2,Covers,61988,OTHER ASIAN,MEDIUM,OTHER,3996,4973,4816,5871,3992,4925,4811,5819,,,17675,27542,NC,3610,0,533
1291161600,OTHER,2006,4,NISSAN,MAXIMA,SE,4D SEDAN SE,MAROON,AUTO,1,Alloy,96022,TOP LINE ASIAN,LARGE,OTHER,9251,10865,13503,15277,9608,11711,13898,16603,NO,GREEN,52598,29697,SC,10300,0,1341
1239753600,OTHER,2006,3,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,GREY,AUTO,1,Alloy,76765,AMERICAN,LARGE,FORD,6266,7716,7267,8833,6266,7716,7267,8833,,,21973,29697,SC,6900,0,1506
1278979200,OTHER,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,MAROON,AUTO,2,Covers,80908,AMERICAN,LARGE,GM,8005,9047,11527,12837,7930,9129,11421,12726,,,99750,37421,TN,7400,0,2152
1288137600,ADESA,2006,4,DODGE,DURANGO 2WD V8,Adv,4D SUV 4.7L ADVENTURER,SILVER,AUTO,1,Alloy,82988,AMERICAN,MEDIUM SUV,CHRYSLER,9640,10685,13767,14685,9883,10942,15494,17155,,,21053,85226,AZ,10920,0,1503
1279152000,MANHEIM,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLACK,AUTO,2,Covers,66345,AMERICAN,MEDIUM,CHRYSLER,8046,9293,11911,13090,7693,9035,10905,12328,,,52492,76040,TX,8670,0,1020
1253232000,OTHER,2004,5,JEEP,LIBERTY 2WD V6 3.7L,Lim,4D SUV LIMITED,WHITE,AUTO,1,Alloy,72557,AMERICAN,SMALL SUV,CHRYSLER,7513,9424,8614,10678,6154,7387,9448,11144,,,20928,32750,FL,7455,0,686
1282003200,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,59701,AMERICAN,LARGE,GM,7991,9064,11519,12735,7133,8265,10325,11811,,,99750,80011,CO,8300,0,1500
1275523200,ADESA,2005,5,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,BLACK,AUTO,1,Alloy,88791,AMERICAN,MEDIUM SUV,GM,8182,9960,12345,13809,7693,9354,11838,14022,,,17675,28273,NC,8265,0,2152
1269388800,MANHEIM,2007,3,CHEVROLET,MALIBU V6,LS,4D SEDAN,WHITE,AUTO,2,Covers,88402,AMERICAN,MEDIUM,GM,6225,7134,9348,10611,6250,7414,10237,11558,,,21973,32824,FL,7300,0,1373
1280275200,ADESA,2005,5,NISSAN,SENTRA,Bas,4D SEDAN 1.8,SILVER,AUTO,2,Covers,52137,TOP LINE ASIAN,COMPACT,OTHER,3876,5032,6833,8870,4462,5329,7811,8621,,,19662,77086,TX,5930,0,505
1241481600,OTHER,2005,4,HYUNDAI,TIBURON MFI I-4 2.0L,GS,2D COUPE,WHITE,AUTO,,,54224,OTHER ASIAN,SPORTS,OTHER,5545,6718,6489,7755,5545,6718,6489,7755,,,21053,95673,CA,6205,0,754
1264032000,MANHEIM,2005,5,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,GREY,AUTO,1,Alloy,74331,AMERICAN,MEDIUM SUV,GM,6595,7998,10434,12625,7091,8373,10708,11997,,,20234,85353,AZ,7195,0,1389
1245110400,MANHEIM,2004,5,PONTIAC,GRAND PRIX 3.8L V6 S,GT,4D SEDAN GT,MAROON,AUTO,2,Covers,78606,AMERICAN,LARGE,GM,4172,5270,5006,6192,4172,5270,5006,6192,,,22916,80022,CO,5960,0,1974
1274140800,MANHEIM,2004,6,DODGE,STRATUS 4C,SE,4D SEDAN,SILVER,AUTO,2,Covers,87720,AMERICAN,MEDIUM,CHRYSLER,2657,3672,5833,6729,2556,3382,5542,6564,,,20833,75050,TX,5425,0,1243
1251158400,OTHER,2008,1,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,BLUE,AUTO,2,Covers,45970,AMERICAN,MEDIUM,CHRYSLER,6863,7309,7912,8394,7457,7945,8554,9081,,,99761,74135,OK,6500,0,975
1234483200,ADESA,2002,7,FORD,FOCUS 2.0L I4 SFI,ZX3,2D COUPE ZX3,SILVER,MANUAL,1,Alloy,54696,AMERICAN,COMPACT,FORD,2596,3579,3304,4365,2481,3362,3179,4131,,,5546,34203,FL,5220,0,1220
1272931200,ADESA,2005,5,KIA,SPECTRA,EX,4D SEDAN EX,WHITE,AUTO,2,Covers,26975,OTHER ASIAN,MEDIUM,OTHER,4350,5378,7299,8541,3552,4406,6970,7585,,,22808,78754,TX,5810,0,462
1233619200,MANHEIM,2004,5,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,GREY,AUTO,2,Covers,88492,AMERICAN,LARGE,GM,3778,4955,4580,5851,4105,5280,4933,6202,,,8172,28625,NC,5010,0,2152
1235520000,MANHEIM,2005,4,SUZUKI,FORENZA 2.0L I4 EFI,S,4D SEDAN,RED,AUTO,2,Covers,60387,OTHER ASIAN,MEDIUM,OTHER,3628,4466,4418,5323,5521,7043,6463,8106,,,16926,92057,CA,5790,0,533
1280448000,OTHER,2006,4,FORD,FUSION V6,SE,4D SEDAN SE,BEIGE,AUTO,2,Covers,86954,AMERICAN,MEDIUM,FORD,7768,9490,11759,13393,6209,7863,10081,11879,,,20740,29461,SC,8200,0,1373
1284508800,MANHEIM,2001,9,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,MANUAL,1,Alloy,76946,AMERICAN,MEDIUM,CHRYSLER,2358,3053,5050,5880,2550,3450,5117,6022,,,16044,22801,VA,3195,0,1689
1241568000,MANHEIM,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LT,4D SEDAN LT 3.5L,BLACK,AUTO,1,Alloy,78175,AMERICAN,LARGE,GM,7546,9088,8650,10315,7546,9088,8650,10315,,,20928,32824,FL,7300,0,1974
1255996800,ADESA,2004,5,DODGE,INTREPID 3.5L V6 MPI,SXT,4D SEDAN ES,WHITE,AUTO,,,45967,AMERICAN,LARGE,CHRYSLER,3002,4117,3742,4946,3002,4117,3742,4946,,,20833,78754,TX,4950,0,1187
1279756800,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLACK,AUTO,2,Covers,77231,AMERICAN,LARGE,GM,8040,9111,11568,12911,8186,9279,11674,12864,,,99750,8505,NJ,7500,0,1974
1265932800,OTHER,2003,7,SATURN,L SERIES,L20,4D SEDAN L200,WHITE,AUTO,2,Covers,70053,AMERICAN,MEDIUM,GM,3011,4057,5865,6806,3178,4423,5931,7152,,,18111,29461,SC,5500,0,1806
1272585600,OTHER,2005,5,DODGE,NEON,SXT,4D SEDAN,BLUE,AUTO,1,Alloy,64040,AMERICAN,COMPACT,CHRYSLER,3082,4032,5921,6968,3184,4248,6544,7592,,,8172,30120,GA,5200,0,630
1274659200,OTHER,2009,1,DODGE,AVENGER 4C,SE,4D SEDAN SE,GOLD,AUTO,2,Covers,41948,AMERICAN,MEDIUM,CHRYSLER,9835,10479,13897,14762,9259,9549,13582,13906,,,99761,74135,OK,9400,0,834
1279584000,OTHER,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,SILVER,AUTO,2,Covers,68935,AMERICAN,MEDIUM,GM,7089,8203,10355,11448,6174,7813,9597,10601,,,99750,21014,MD,7000,0,923
1281916800,MANHEIM,2005,5,MITSUBISHI,GALANT 4C,ES,4D SEDAN ES,SILVER,AUTO,2,Covers,62924,OTHER ASIAN,MEDIUM,OTHER,4720,6053,8313,9855,4421,5384,7759,8900,,,5546,27542,NC,6835,0,533
1237161600,MANHEIM,2002,7,FORD,MUSTANG V6 3.8L V6 E,Bas,2D COUPE,BLACK,AUTO,1,Alloy,74485,AMERICAN,SPORTS,FORD,4202,5116,5038,6025,3665,4581,4458,5447,,,5546,27542,NC,5500,0,1103
1288742400,MANHEIM,2007,3,PONTIAC,G6 4C,Bas,4D SEDAN SE1,GOLD,AUTO,1,Alloy,48369,AMERICAN,MEDIUM,GM,7895,9354,11106,12419,7876,9258,10791,11813,NO,GREEN,8655,75236,TX,7385,0,764
1269907200,MANHEIM,2005,5,CHEVROLET,1500 SILVERADO PICKU,LS,CREW CAB 5.3L,GREY,AUTO,1,Alloy,84525,AMERICAN,LARGE TRUCK,GM,10865,12705,15250,17146,9688,11410,14371,16098,,,18822,77041,TX,11425,0,1243
1245110400,OTHER,2007,2,CHEVROLET,MALIBU 4C 2.2L I4 MP,LS,4D SEDAN LS,GREY,AUTO,,,73662,AMERICAN,MEDIUM,GM,6269,7600,7271,8708,6916,7906,7969,9038,,,21053,95673,CA,6135,0,1038
1259712000,MANHEIM,2005,4,SUZUKI,FORENZA,LX,4D SEDAN,SILVER,AUTO,3,Special,75609,OTHER ASIAN,MEDIUM,OTHER,3151,4084,3903,4911,3630,4409,6806,7485,,,20928,32824,FL,5100,0,569
1272326400,OTHER,2008,2,FORD,TAURUS,SEL,4D SEDAN SEL,RED,AUTO,1,Alloy,81316,AMERICAN,MEDIUM,FORD,11684,14160,15549,17922,10474,12973,14694,17099,,,20234,95673,CA,8530,0,1633
1263772800,OTHER,2007,3,FORD,FUSION V6,SEL,4D SEDAN SEL,BLACK,AUTO,1,Alloy,82674,AMERICAN,MEDIUM,FORD,10877,12429,15345,17144,11396,12862,15106,16659,,,17212,76063,TX,8000,0,1373
1271808000,MANHEIM,2005,5,JEEP,LIBERTY 2WD V6,Spo,4D SUV,WHITE,AUTO,1,Alloy,80257,AMERICAN,SMALL SUV,CHRYSLER,6977,8283,10070,11421,7239,8263,10572,11962,,,23359,92807,CA,7785,0,723
1245110400,MANHEIM,2004,5,CHEVROLET,TRAILBLAZER 4WD 6C 4,Nor,4D SUV 4.2L LS,WHITE,AUTO,1,Alloy,66726,AMERICAN,MEDIUM SUV,GM,7045,8519,8109,9701,7467,8769,8564,9971,,,99750,80011,CO,8400,0,1703
1271289600,ADESA,2003,7,NISSAN,ALTIMA,Bas,4D SEDAN S,GOLD,AUTO,1,Alloy,70616,TOP LINE ASIAN,MEDIUM,OTHER,4726,5855,7824,8915,4612,5569,7949,9016,,,20740,32219,FL,6100,0,986
1251849600,MANHEIM,2007,2,CHRYSLER,SEBRING 4C 2.4L I4 E,Bas,4D SEDAN,SILVER,AUTO,2,Covers,69402,AMERICAN,MEDIUM,CHRYSLER,7334,8404,8421,9576,7540,8534,8643,9717,,,18822,78219,TX,6635,0,1020
1274227200,OTHER,2004,6,CHEVROLET,AVEO,Bas,4D SEDAN,SILVER,AUTO,2,Covers,58934,AMERICAN,COMPACT,GM,3093,3894,5637,6476,2673,3434,5199,6076,,,18822,77073,TX,4225,0,671
1280361600,ADESA,2003,7,FORD,RANGER PICKUP 4WD V6,Edg,4D EXT CAB 4.0L EDGE,YELLOW,MANUAL,1,Alloy,83613,AMERICAN,SMALL TRUCK,FORD,7253,8743,10722,11960,6582,8073,10498,11803,,,22916,80817,CO,8525,0,1543
1242604800,MANHEIM,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN SE,SILVER,AUTO,2,Covers,19430,AMERICAN,MEDIUM,CHRYSLER,4481,6235,5339,7234,4481,6235,5339,7234,,,19619,27542,NC,5500,0,882
1264550400,ADESA,2005,5,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,WHITE,AUTO,1,Alloy,74276,AMERICAN,MEDIUM SUV,GM,6668,8050,10258,11842,6844,8046,10324,11739,,,20928,20166,VA,7100,0,1389
1274659200,MANHEIM,2006,4,TOYOTA,TUNDRA PICKUP 2WD V8,SR5,DOUBLE CAB 4.7L SR5,RED,AUTO,1,Alloy,89452,TOP LINE ASIAN,LARGE TRUCK,OTHER,13655,16000,17845,20413,13724,16130,18483,20352,,,18880,27542,NC,11500,0,723
1244678400,ADESA,2004,5,PONTIAC,GRAND PRIX 3.8L V6 S,GT,4D SEDAN GT2,GOLD,AUTO,1,Alloy,56044,AMERICAN,LARGE,GM,5179,6598,6093,7626,5179,6598,6093,7626,,,20833,78227,TX,7795,0,1500
1286928000,MANHEIM,2005,5,FORD,FIVE HUNDRED,Lim,4D SEDAN LIMITED,WHITE,AUTO,1,Alloy,82630,AMERICAN,LARGE,FORD,6480,8173,10246,11975,6893,8639,11046,13461,,,52644,78219,TX,7855,0,1633
1244505600,OTHER,2007,2,CHRYSLER,300 2.7L V6 MPI,Bas,4D SEDAN,SILVER,AUTO,2,Covers,74510,AMERICAN,SPECIALTY,CHRYSLER,10920,12568,12294,14073,10920,12568,12294,14073,,,17212,76063,TX,9300,0,1389
1251244800,MANHEIM,2006,3,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN EX,WHITE,MANUAL,2,Covers,59916,OTHER ASIAN,MEDIUM,OTHER,4107,4993,4936,5892,5441,6396,6376,7408,,,23359,92807,CA,4730,0,505
1265846400,MANHEIM,2001,9,FORD,F150 PICKUP 2WD V8,XL,REG CAB 5.4L XL,RED,AUTO,1,Alloy,73504,AMERICAN,LARGE TRUCK,FORD,3391,4936,6414,8465,3438,4837,5996,7787,,,5546,30272,GA,6445,0,1103
1268179200,MANHEIM,2007,3,PONTIAC,G6 V6,Bas,4D SEDAN SE1,WHITE,AUTO,1,Alloy,70982,AMERICAN,MEDIUM,GM,8744,10015,12243,13683,8401,9811,12059,13403,,,20928,33809,FL,7820,0,1272
1283817600,MANHEIM,2006,4,FORD,FOCUS,ZX4,4D SEDAN ZX4 SE,SILVER,AUTO,2,Covers,73367,AMERICAN,COMPACT,FORD,4980,6283,8754,9844,4720,5840,7747,9585,,,835,85040,AZ,5655,0,1155
1291334400,MANHEIM,2001,9,HYUNDAI,TIBURON,,2D HATCHBACK,SILVER,AUTO,1,Alloy,105104,OTHER ASIAN,SPORTS,OTHER,1492,1999,4333,4801,2041,2824,4822,6672,,,1191,27542,NC,3000,1,1430
1271116800,OTHER,2007,3,CHRYSLER,SEBRING 4C,Tou,4D SEDAN TOURING,WHITE,AUTO,1,Alloy,57936,AMERICAN,MEDIUM,CHRYSLER,9116,10466,12447,13432,8381,9390,12173,13157,,,22808,78610,TX,7995,0,920
1263859200,MANHEIM,2005,5,TOYOTA,CAMRY 4C,Bas,4D SEDAN,BLACK,AUTO,2,Covers,70049,TOP LINE ASIAN,MEDIUM,OTHER,7086,7873,10870,12516,7377,8392,10617,12306,,,22916,80022,CO,7730,0,569
1251763200,ADESA,2007,2,DODGE,1500 RAM PICKUP 2WD,SLT,REG CAB 5.7L HEMI,BLACK,AUTO,1,Alloy,69000,AMERICAN,LARGE TRUCK,CHRYSLER,12588,14715,14095,16392,12469,14870,13967,16560,,,20833,78754,TX,7715,0,825
1292284800,MANHEIM,2004,6,FORD,TAURUS,SES,4D SEDAN SES,WHITE,AUTO,1,Alloy,80184,AMERICAN,MEDIUM,FORD,2939,4030,5782,7117,3365,4683,6674,8161,NO,GREEN,22916,80022,CO,4240,0,983
1283904000,OTHER,2008,2,DODGE,AVENGER V6,SE,4D SEDAN,SILVER,AUTO,2,Covers,69750,AMERICAN,MEDIUM,CHRYSLER,7590,8421,11415,12250,7627,8340,11735,12407,,,52492,29697,SC,8000,0,1118
1251244800,ADESA,2006,3,CHRYSLER,SEBRING 4C 2.4L I4 S,Bas,4D SEDAN,BLACK,AUTO,1,Alloy,76302,AMERICAN,MEDIUM,CHRYSLER,4582,5786,5449,6749,4758,6123,5639,7113,,,20740,20166,VA,4565,0,1155
1288137600,MANHEIM,2006,4,FORD,FOCUS,ZX4,4D SEDAN ZX4,GOLD,AUTO,1,Alloy,64077,AMERICAN,COMPACT,FORD,4434,5635,8372,9222,4364,5405,7771,8624,,,8655,75236,TX,5670,0,1020
1256688000,MANHEIM,2006,3,NISSAN,ALTIMA 2.5L I4 MPI,Bas,4D SEDAN 2.5 S,GREY,AUTO,2,Covers,56520,TOP LINE ASIAN,MEDIUM,OTHER,8852,10525,10060,11867,8049,9977,12435,15414,,,18822,64161,MO,8805,0,588
1280966400,OTHER,2001,9,CHEVROLET,IMPALA,Bas,4D SEDAN,GOLD,AUTO,,,92372,AMERICAN,LARGE,GM,2457,3597,4955,6451,2457,3597,4955,6451,,,3453,80229,CO,3465,0,2651
1280188800,MANHEIM,2006,4,FORD,TAURUS,SEL,4D SEDAN SEL,BLACK,AUTO,1,Alloy,82575,AMERICAN,MEDIUM,FORD,5536,7274,9176,11020,4514,5685,7812,8986,,,835,85040,AZ,6000,0,983
1282867200,OTHER,2004,6,CHRYSLER,SEBRING V6,LX,4D SEDAN,GREY,AUTO,,,86342,AMERICAN,MEDIUM,CHRYSLER,2428,3286,6189,6914,2428,3286,6388,7133,,,20740,29461,SC,4300,0,1373
1235520000,MANHEIM,2004,5,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT,MAROON,AUTO,1,Alloy,68666,AMERICAN,MEDIUM,CHRYSLER,3263,3922,4024,4736,5612,7025,6561,8087,,,17212,64161,MO,4440,0,1215
1273708800,MANHEIM,2007,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,WHITE,AUTO,2,Covers,55425,AMERICAN,MEDIUM,CHRYSLER,6067,7074,9621,10454,5217,6159,8605,9550,,,18822,39402,MS,6435,0,1086
1269388800,ADESA,2007,3,FORD,FUSION V6,SEL,4D SEDAN SEL,BLACK,AUTO,1,Alloy,85697,AMERICAN,MEDIUM,FORD,12386,13993,16034,17262,12511,13959,15815,17043,,,20207,77086,TX,8120,0,1373
1254960000,MANHEIM,2004,5,CHRYSLER,PACIFICA FWD 3.5L V6,,4D SPORT TOURER,GREEN,AUTO,1,Alloy,78060,AMERICAN,CROSSOVER,CHRYSLER,6241,7582,7240,8689,5902,7198,9091,10758,,,18881,30272,GA,7560,0,1389
1234224000,MANHEIM,2003,6,CHRYSLER,VOYAGER FWD V6 3.3L,LX,MINIVAN 3.3L LX POPULAR,SILVER,AUTO,2,Covers,74556,AMERICAN,VAN,CHRYSLER,3496,4481,4276,5339,3228,3793,3986,4596,,,16926,92504,CA,4710,0,1923
1273017600,OTHER,2008,2,CHRYSLER,SEBRING 4C,LX,4D SEDAN LX,RED,AUTO,2,Covers,46253,AMERICAN,MEDIUM,CHRYSLER,8276,8949,12060,12522,7435,8258,11172,11938,,,99761,74135,OK,8900,0,834
1233187200,MANHEIM,2004,5,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN LX,SILVER,AUTO,2,Covers,73891,OTHER ASIAN,MEDIUM,OTHER,2848,3939,3576,4754,2607,3680,3316,4474,,,16926,92337,CA,4020,0,803
1252454400,MANHEIM,2006,3,JEEP,LIBERTY 4WD V6 3.7L,Spo,4D SUV SPORT,SILVER,AUTO,1,Alloy,71194,AMERICAN,SMALL SUV,CHRYSLER,9464,11701,10721,13137,10382,12208,13749,15223,,,20207,75236,TX,7535,0,920
1280275200,MANHEIM,2004,6,CHEVROLET,SUBURBAN 1500 2WD,150,4D UTILITY 5.3L FFV LT,SILVER,AUTO,1,Alloy,97252,AMERICAN,LARGE SUV,GM,10222,12172,13851,14853,7949,9731,12120,13893,,,18822,78219,TX,10135,0,1918
1248134400,MANHEIM,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN,BLUE,AUTO,2,Covers,64163,AMERICAN,MEDIUM,CHRYSLER,5427,6508,6361,7529,5033,5989,5936,6968,,,17675,28625,NC,6195,0,1215
1281571200,OTHER,2006,4,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,RED,AUTO,2,Covers,65054,AMERICAN,VAN,CHRYSLER,6337,7958,10674,12008,5333,6672,9362,10545,,,20740,29461,SC,8500,0,1411
1269216000,ADESA,2005,5,FORD,TAURUS,SE,4D SEDAN SE,SILVER,AUTO,2,Covers,52113,AMERICAN,MEDIUM,FORD,3851,4867,6936,8434,3616,4846,6893,7899,,,5546,33619,FL,5600,0,754
1245110400,ADESA,2005,4,SCION,XB 1.5L I-4 EFI DOHC,Bas,4D WAGON,BLUE,AUTO,2,Covers,61458,OTHER ASIAN,MEDIUM,OTHER,6533,7943,7556,9078,7318,8612,8403,9801,,,20740,45005,OH,7445,0,533
1265155200,MANHEIM,2007,3,DODGE,DURANGO 4WD V8,Adv,4D SUV 5.7L HEMI SLT,BLUE,AUTO,1,Alloy,90535,AMERICAN,MEDIUM SUV,CHRYSLER,13755,17284,18128,21191,14310,17694,18507,21192,,,5546,32824,FL,10100,0,1918
1262736000,MANHEIM,2004,6,FORD,MUSTANG V6,Bas,2D CONVERTIBLE,RED,AUTO,1,Alloy,60160,AMERICAN,SPORTS,FORD,5667,6935,11205,13712,7154,8801,10240,12107,,,23359,92807,CA,6215,0,728
1287532800,MANHEIM,2006,4,PONTIAC,VIBE,Bas,4D WAGON,SILVER,AUTO,1,Alloy,50279,AMERICAN,MEDIUM,GM,6113,7551,8785,11496,5108,6480,8032,9714,,,18111,37122,TN,8390,0,505
1273622400,OTHER,2007,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,RED,AUTO,1,Alloy,62120,AMERICAN,LARGE,GM,8027,9770,11916,13346,8142,10063,12140,13522,,,17212,73108,OK,8000,0,1703
1291075200,ADESA,2005,5,CHRYSLER,TOWN & COUNTRY FWD V,Tou,MINIVAN 3.8L,BLACK,AUTO,1,Alloy,87210,AMERICAN,VAN,CHRYSLER,5141,6698,8456,10438,5187,6051,9071,10113,,,52117,45005,OH,7325,0,1763
1266451200,ADESA,2006,4,SATURN,ION,2,4D SEDAN LEVEL 2,RED,AUTO,2,Covers,38881,AMERICAN,MEDIUM,GM,5049,6093,8468,9627,5466,6600,8715,9988,,,19662,78227,TX,6415,0,582
1233792000,OTHER,2002,7,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,WHITE,AUTO,2,Covers,90235,AMERICAN,LARGE,GM,2488,3355,3187,4123,3071,4013,3817,4834,,,3453,80229,CO,4055,0,2651
1234742400,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,SILVER,AUTO,1,Alloy,61743,AMERICAN,MEDIUM,CHRYSLER,4868,5901,5757,6873,4960,5883,5857,6854,,,20207,37210,TN,6050,0,1020
1263254400,MANHEIM,2004,6,HONDA,ACCORD V6,EX,4D SEDAN EX AUTO,RED,AUTO,1,Alloy,78760,TOP LINE ASIAN,MEDIUM,OTHER,8285,9674,12517,14170,8497,9690,11985,13191,,,835,85040,AZ,9440,0,1155
1255478400,ADESA,2004,5,NISSAN,ALTIMA 2.5L I4 EFI,Bas,4D SEDAN,SILVER,AUTO,2,Covers,58229,TOP LINE ASIAN,MEDIUM,OTHER,5444,6592,6380,7619,4222,5153,7741,9448,,,21053,85226,AZ,8345,0,588
1255478400,ADESA,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,BLACK,AUTO,1,Alloy,59026,AMERICAN,MEDIUM,CHRYSLER,5008,6462,5909,7479,4161,5107,7118,8102,,,21053,85226,AZ,6145,0,920
1268784000,MANHEIM,2004,6,FORD,F150 PICKUP 2WD V8,XLT,CREW CAB 5.4L XLT,BLACK,AUTO,1,Alloy,80828,AMERICAN,LARGE TRUCK,FORD,10105,12002,14079,15784,9999,12216,13683,15769,,,20207,75236,TX,10950,0,853
1236729600,ADESA,2004,5,PONTIAC,MONTANA 3.4L V6 SFI,,4D MINIVAN 3.4L,MAROON,AUTO,1,Alloy,77337,AMERICAN,VAN,GM,3667,4669,4460,5543,2678,3703,3392,4499,,,18881,30212,GA,5100,0,4622
1287532800,OTHER,2006,4,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,2,Covers,73742,AMERICAN,MEDIUM,CHRYSLER,4680,5805,7956,9132,4501,5553,7625,9044,,,52492,29697,SC,5600,0,1389
1290470400,MANHEIM,2006,4,DODGE,STRATUS 4C,SXT,4D SEDAN,SILVER,AUTO,1,Alloy,72951,AMERICAN,MEDIUM,CHRYSLER,4339,5453,7433,8725,4297,5241,7268,8031,,,3453,80022,CO,5630,0,1155
1238544000,OTHER,2005,4,HYUNDAI,ACCENT 1.6L I4 MPI,GLS,4D SEDAN GLS,RED,AUTO,,,55195,OTHER ASIAN,COMPACT,OTHER,3257,4068,4018,4893,3257,4068,4018,4893,,,835,85009,AZ,5470,0,754
